,Exams,Percentage,Solution_code1,Solution_code2,Time_code1,Time_code2
310,40,0.0006666666666666668,,2.0,,3.5e-05
311,40,0.0007777777777777778,,2.0,,3.5e-05
312,40,0.0008888888888888889,,2.0,,3.3e-05
313,40,0.001,,2.0,,3.3e-05
314,50,0.0,,2.0,,4.7e-05
315,50,0.00011111111111111112,,2.0,,4.4e-05
316,50,0.00022222222222222223,,2.0,,4.3e-05
317,50,0.0003333333333333334,,2.0,,4.4e-05
318,50,0.00044444444444444447,,2.0,,4.2e-05
319,50,0.0005555555555555556,,2.0,,4.2e-05
320,50,0.0006666666666666668,,2.0,,4e-05
321,50,0.0007777777777777778,,2.0,,4.5e-05
322,50,0.0008888888888888889,,2.0,,4.2e-05
323,50,0.001,,2.0,,4.5e-05
324,60,0.0,,2.0,,5.2e-05
325,60,0.00011111111111111112,,2.0,,5.1e-05
326,60,0.00022222222222222223,,2.0,,5e-05
327,60,0.0003333333333333334,,2.0,,5.1e-05
328,60,0.00044444444444444447,,2.0,,5e-05
329,60,0.0005555555555555556,,2.0,,5.2e-05
330,60,0.0006666666666666668,,2.0,,5.4e-05
331,60,0.0007777777777777778,,2.0,,5.2e-05
332,60,0.0008888888888888889,,2.0,,5.5e-05
333,60,0.001,,2.0,,5.5e-05
334,70,0.0,,2.0,,6.2e-05
335,70,0.00011111111111111112,,2.0,,5.8e-05
336,70,0.00022222222222222223,,2.0,,0.000109
337,70,0.0003333333333333334,,2.0,,5.8e-05
338,70,0.00044444444444444447,,2.0,,6.1e-05
339,70,0.0005555555555555556,,2.0,,6.1e-05
340,70,0.0006666666666666668,,2.0,,6.1e-05
341,70,0.0007777777777777778,,2.0,,6.2e-05
342,70,0.0008888888888888889,,2.0,,5.9e-05
343,70,0.001,,2.0,,7e-05
344,80,0.0,,2.0,,6.9e-05
345,80,0.00011111111111111112,,2.0,,7.3e-05
346,80,0.00022222222222222223,,2.0,,8.3e-05
347,80,0.0003333333333333334,,2.0,,7e-05
348,80,0.00044444444444444447,,2.0,,7.2e-05
349,80,0.0005555555555555556,,2.0,,7.2e-05
350,80,0.0006666666666666668,,2.0,,7.6e-05
351,80,0.0007777777777777778,,2.0,,7.2e-05
352,80,0.0008888888888888889,,2.0,,6.9e-05
353,80,0.001,,2.0,,6.6e-05
354,90,0.0,,2.0,,8.1e-05
355,90,0.00011111111111111112,,2.0,,8.3e-05
356,90,0.00022222222222222223,,2.0,,7.9e-05
357,90,0.0003333333333333334,,2.0,,7.7e-05
358,90,0.00044444444444444447,,2.0,,8.2e-05
359,90,0.0005555555555555556,,2.0,,8.3e-05
360,90,0.0006666666666666668,,2.0,,7.5e-05
361,90,0.0007777777777777778,,2.0,,7.5e-05
362,90,0.0008888888888888889,,2.0,,7.9e-05
363,90,0.001,,2.0,,8e-05
364,100,0.0,,2.0,,8.9e-05
365,100,0.00011111111111111112,,2.0,,9.1e-05
366,100,0.00022222222222222223,,2.0,,8.7e-05
367,100,0.0003333333333333334,,2.0,,8.9e-05
368,100,0.00044444444444444447,,2.0,,8.7e-05
369,100,0.0005555555555555556,,2.0,,8.4e-05
370,100,0.0006666666666666668,,2.0,,8.6e-05
371,100,0.0007777777777777778,,2.0,,8.9e-05
372,100,0.0008888888888888889,,2.0,,8.4e-05
373,100,0.001,,2.0,,9.1e-05
