,Exams,Percentage,Seed1,Seed2,Solution_code1,Time_code1,Solution_code2,Time_code2
548,15,0.75,1330,31293,7.0,0.016704,,
549,15,0.75,1388,31280,8.0,0.003354,,
550,15,0.75,1396,31293,7.0,0.003644,,
551,15,0.75,1397,31288,6.0,0.000576,,
552,15,0.75,1346,31295,9.0,0.12899,,
553,15,0.75,1344,31313,7.0,0.001262,,
554,15,0.75,1331,31324,8.0,0.035134,,
555,15,0.75,1423,31241,7.0,0.038921,,
556,15,0.75,1342,31291,7.0,0.002232,,
557,15,0.75,1381,31273,7.0,0.006859,,
558,15,0.75,1335,31256,7.0,0.007297,,
559,15,0.75,1381,31266,7.0,0.006097,,
560,15,0.75,1333,31272,9.0,0.178577,,
561,15,0.75,1413,31259,10.0,1.251423,,
562,15,0.75,1402,31302,7.0,0.007114,,
563,15,0.75,1370,31318,7.0,0.001326,,
564,15,0.75,1399,31255,7.0,0.003051,,
565,15,0.75,1356,31237,6.0,0.004238,,
566,15,0.75,1421,31315,8.0,0.037081,,
567,15,0.75,1392,31262,8.0,0.029433,,
568,15,0.75,1365,31255,7.0,0.004682,,
569,15,0.75,1352,31240,7.0,0.01547,,
570,15,0.75,1364,31296,7.0,0.007693,,
571,15,0.75,1374,31313,7.0,0.003332,,
572,15,0.75,1366,31265,8.0,0.044411,,
573,15,0.75,1340,31247,7.0,0.045072,,
574,15,0.75,1377,31320,8.0,0.180325,,
575,15,0.75,1334,31328,7.0,0.003029,,
576,15,0.75,1374,31313,7.0,0.003274,,
577,15,0.75,1326,31288,7.0,0.011252,,
578,15,0.75,1374,31302,7.0,0.001459,,
579,15,0.75,1397,31304,6.0,0.00128,,
580,15,0.75,1379,31249,8.0,0.028988,,
581,15,0.75,1372,31280,6.0,0.00404,,
582,15,0.75,1348,31301,8.0,0.011645,,
583,15,0.75,1401,31307,6.0,0.001714,,
584,15,0.75,1375,31331,7.0,0.018825,,
585,15,0.75,1340,31257,7.0,0.008856,,
586,15,0.75,1400,31290,7.0,0.005348,,
587,15,0.75,1390,31328,8.0,0.053766,,
588,15,0.75,1419,31283,8.0,0.469859,,
589,15,0.75,1401,31300,6.0,0.000781,,
590,15,0.75,1336,31245,7.0,0.018322,,
591,15,0.75,1414,31307,8.0,0.042649,,
592,15,0.75,1413,31277,10.0,0.282259,,
593,15,0.75,1364,31309,7.0,0.035486,,
594,15,0.75,1327,31285,7.0,0.007993,,
595,15,0.75,1370,31310,7.0,0.028745,,
596,15,0.75,1401,31237,6.0,0.00038,,
597,15,0.75,1335,31245,7.0,0.003705,,
598,15,0.75,1381,31278,7.0,0.007997,,
599,15,0.75,1340,31288,7.0,0.03179,,
600,15,0.75,1407,31237,9.0,0.893016,,
601,15,0.75,1399,31269,7.0,0.009793,,
602,15,0.75,1389,31318,7.0,0.004326,,
603,15,0.75,1409,31255,6.0,0.002541,,
604,15,0.75,1420,31275,8.0,0.020516,,
605,15,0.75,1347,31248,7.0,0.005542,,
606,15,0.75,1378,31322,7.0,0.004181,,
607,15,0.75,1349,31322,8.0,0.091143,,
608,15,0.75,1345,31305,6.0,0.000718,,
609,15,0.75,1378,31333,7.0,0.007672,,
610,15,0.75,1333,31269,9.0,0.199048,,
611,15,0.75,1406,31333,8.0,0.02195,,
612,15,0.75,1334,31245,7.0,0.01214,,
613,15,0.75,1367,31258,6.0,0.003205,,
614,15,0.75,1355,31330,9.0,0.234304,,
615,15,0.75,1367,31254,6.0,0.000245,,
616,15,0.75,1420,31330,8.0,0.05476,,
617,15,0.75,1404,31243,7.0,0.005488,,
618,15,0.75,1392,31307,8.0,0.012565,,
619,15,0.75,1348,31267,8.0,0.050683,,
620,15,0.75,1345,31300,6.0,0.000736,,
621,15,0.75,1399,31242,7.0,0.00818,,
622,15,0.75,1336,31308,7.0,0.01578,,
623,15,0.75,1394,31323,7.0,0.009683,,
624,15,0.75,1328,31304,8.0,0.019191,,
625,15,0.75,1393,31275,8.0,0.052222,,
626,15,0.75,1360,31274,6.0,0.000715,,
627,15,0.75,1335,31327,7.0,0.001645,,
628,15,0.75,1382,31331,7.0,0.013384,,
629,15,0.75,1408,31307,7.0,0.074081,,
630,15,0.75,1370,31268,7.0,0.003461,,
631,15,0.75,1337,31273,7.0,0.026369,,
632,15,0.75,1361,31299,6.0,0.001828,,
633,15,0.75,1411,31241,7.0,0.000534,,
634,15,0.75,1351,31297,7.0,0.015763,,
635,15,0.75,1361,31250,6.0,0.014566,,
636,15,0.75,1328,31328,8.0,0.00968,,
637,15,0.75,1424,31320,8.0,0.03098,,
638,15,0.75,1401,31275,6.0,0.001738,,
639,15,0.75,1363,31254,7.0,0.021735,,
640,15,0.75,1332,31326,8.0,0.081332,,
641,15,0.75,1339,31324,7.0,0.004036,,
642,15,0.75,1375,31314,7.0,0.00304,,
643,15,0.75,1407,31327,9.0,0.956713,,
644,15,0.75,1410,31260,8.0,0.004092,,
645,15,0.75,1399,31317,7.0,0.003568,,
646,15,0.75,1344,31309,7.0,0.005157,,
647,15,0.75,1403,31255,7.0,0.00206,,
648,15,0.75,1423,31271,7.0,0.001827,,
649,15,0.75,1386,31286,8.0,0.075667,,
650,15,0.75,1340,31248,7.0,0.00644,,
651,15,0.75,1391,31311,9.0,0.078582,,
652,15,0.75,1376,31269,7.0,0.015283,,
653,15,0.75,1409,31308,6.0,0.001622,,
654,15,0.75,1402,31310,7.0,0.006129,,
655,15,0.75,1380,31288,7.0,0.004075,,
656,15,0.75,1416,31294,8.0,0.03012,,
657,15,0.75,1335,31313,7.0,0.006389,,
658,15,0.75,1370,31256,7.0,0.012354,,
659,15,0.75,1381,31263,7.0,0.003208,,
660,15,0.75,1391,31310,9.0,0.346306,,
661,15,0.75,1367,31327,6.0,0.004915,,
662,15,0.75,1349,31322,8.0,0.090443,,
663,15,0.75,1359,31278,8.0,0.112308,,
664,15,0.75,1391,31333,9.0,0.431765,,
665,15,0.75,1414,31326,8.0,0.01635,,
666,15,0.75,1330,31251,7.0,0.011522,,
667,15,0.75,1412,31304,7.0,0.020854,,
668,15,0.75,1360,31295,6.0,0.000311,,
669,15,0.75,1341,31274,8.0,0.175614,,
670,15,0.75,1370,31314,7.0,0.00979,,
671,15,0.75,1397,31293,6.0,0.001301,,
672,15,0.75,1356,31239,6.0,0.00223,,
673,15,0.75,1419,31282,8.0,0.018676,,
674,15,0.75,1399,31301,7.0,0.0038,,
675,15,0.75,1366,31269,8.0,0.074604,,
676,15,0.75,1374,31309,7.0,0.00135,,
677,15,0.75,1408,31248,7.0,0.011614,,
678,15,0.75,1393,31284,8.0,0.017179,,
679,15,0.75,1326,31270,7.0,0.010815,,
680,15,0.75,1349,31329,8.0,0.035047,,
681,15,0.75,1388,31311,8.0,0.019841,,
682,15,0.75,1408,31273,7.0,0.017786,,
683,15,0.75,1360,31248,6.0,0.00067,,
684,15,0.75,1407,31238,9.0,0.640596,,
685,15,0.75,1411,31328,7.0,0.002452,,
686,15,0.75,1401,31305,6.0,0.000178,,
687,15,0.75,1369,31333,8.0,0.116352,,
688,15,0.75,1337,31255,7.0,0.006699,,
689,15,0.75,1405,31264,7.0,0.002746,,
690,15,0.75,1379,31259,8.0,0.041518,,
691,15,0.75,1366,31241,8.0,0.018024,,
692,15,0.75,1422,31273,7.0,0.002425,,
693,15,0.75,1356,31309,6.0,0.000959,,
694,15,0.75,1421,31240,8.0,0.05311,,
695,15,0.75,1335,31248,7.0,0.01539,,
696,15,0.75,1368,31306,7.0,0.003245,,
697,15,0.75,1360,31244,6.0,0.001322,,
698,15,0.75,1410,31286,8.0,0.088464,,
699,15,0.75,1334,31271,7.0,0.002115,,
700,15,0.75,1374,31310,7.0,0.001743,,
701,15,0.75,1410,31283,8.0,0.040413,,
702,15,0.75,1404,31270,7.0,0.002025,,
703,15,0.75,1407,31278,9.0,0.58628,,
704,15,0.75,1397,31310,6.0,0.00023,,
705,15,0.75,1400,31288,7.0,0.009221,,
706,15,0.75,1403,31236,7.0,0.005293,,
707,15,0.75,1335,31319,7.0,0.020805,,
708,15,0.75,1344,31310,7.0,0.004742,,
709,15,0.75,1384,31288,7.0,0.007481,,
710,15,0.75,1420,31308,8.0,0.035736,,
711,15,0.75,1350,31303,7.0,0.003975,,
712,15,0.75,1359,31271,8.0,0.008949,,
713,15,0.75,1400,31247,7.0,0.009615,,
714,15,0.75,1328,31290,8.0,0.070772,,
715,15,0.75,1382,31326,7.0,0.001762,,
716,15,0.75,1360,31324,6.0,0.001318,,
717,15,0.75,1398,31250,7.0,0.010317,,
718,15,0.75,1380,31278,7.0,0.001038,,
719,15,0.75,1395,31288,8.0,0.009463,,
720,15,0.75,1411,31285,7.0,0.004335,,
721,15,0.75,1330,31269,7.0,0.015812,,
722,15,0.75,1425,31240,7.0,0.027772,,
723,15,0.75,1378,31287,7.0,0.002709,,
724,15,0.75,1424,31282,8.0,0.034938,,
725,15,0.75,1407,31238,9.0,0.657293,,
726,15,0.75,1406,31266,8.0,0.080435,,
727,15,0.75,1338,31334,6.0,0.014833,,
728,15,0.75,1376,31304,7.0,0.008364,,
729,15,0.75,1369,31285,8.0,0.299601,,
730,15,0.75,1400,31259,7.0,0.010975,,
731,15,0.75,1347,31279,7.0,0.003589,,
732,15,0.75,1348,31298,8.0,0.038742,,
733,15,0.75,1425,31252,7.0,0.003749,,
734,15,0.75,1348,31285,8.0,0.021828,,
735,15,0.75,1407,31307,9.0,0.646756,,
736,15,0.75,1333,31296,9.0,6.809373,,
737,15,0.75,1334,31315,7.0,0.002208,,
738,15,0.75,1395,31305,8.0,0.039555,,
739,15,0.75,1348,31328,8.0,0.037278,,
740,15,0.75,1354,31322,6.0,0.002237,,
741,15,0.75,1365,31293,7.0,0.000494,,
742,15,0.75,1376,31315,7.0,0.001228,,
743,15,0.75,1341,31316,8.0,0.025518,,
744,15,0.75,1342,31302,7.0,0.006945,,
745,15,0.75,1386,31295,8.0,0.003186,,
746,15,0.75,1423,31297,7.0,0.011151,,
747,15,0.75,1410,31255,8.0,0.286147,,
748,15,0.75,1381,31328,7.0,0.001947,,
749,15,0.75,1374,31312,7.0,0.003537,,
750,15,0.75,1420,31245,8.0,0.030717,,
751,15,0.75,1389,31251,7.0,0.003078,,
752,15,0.75,1405,31246,7.0,0.002637,,
753,15,0.75,1390,31271,8.0,0.050662,,
754,15,0.75,1337,31244,7.0,0.009133,,
755,15,0.75,1399,31276,7.0,0.010933,,
756,15,0.75,1337,31312,7.0,0.001894,,
757,15,0.75,1366,31285,8.0,0.084117,,
758,15,0.75,1342,31246,7.0,0.005878,,
759,15,0.75,1371,31270,7.0,0.081463,,
760,15,0.75,1404,31324,7.0,0.018671,,
761,15,0.75,1331,31266,8.0,0.017813,,
762,15,0.75,1350,31260,7.0,0.015999,,
763,15,0.75,1398,31290,7.0,0.006276,,
764,15,0.75,1391,31271,9.0,0.142197,,
765,15,0.75,1365,31324,7.0,0.004838,,
766,15,0.75,1391,31258,9.0,0.127488,,
767,15,0.75,1343,31328,7.0,0.003068,,
768,15,0.75,1394,31242,7.0,0.001982,,
769,15,0.75,1402,31333,7.0,0.006487,,
770,15,0.75,1386,31268,8.0,0.118009,,
771,15,0.75,1382,31247,7.0,0.003227,,
772,15,0.75,1408,31245,7.0,0.008759,,
773,15,0.75,1388,31294,8.0,0.005959,,
774,15,0.75,1370,31245,7.0,0.067264,,
775,15,0.75,1385,31269,6.0,0.000341,,
776,15,0.75,1376,31280,7.0,0.01841,,
777,15,0.75,1389,31272,7.0,0.008794,,
778,15,0.75,1363,31285,7.0,0.024031,,
779,15,0.75,1370,31274,7.0,0.023059,,
780,15,0.75,1396,31328,7.0,0.00283,,
781,15,0.75,1406,31305,8.0,0.051021,,
782,15,0.75,1374,31311,7.0,0.006604,,
783,15,0.75,1363,31302,7.0,0.015896,,
784,15,0.75,1407,31281,9.0,0.29569,,
785,15,0.75,1390,31248,8.0,0.51163,,
786,15,0.75,1409,31253,6.0,0.007505,,
787,15,0.75,1393,31244,8.0,0.031877,,
788,15,0.75,1326,31255,7.0,0.005191,,
789,15,0.75,1357,31245,9.0,0.728441,,
790,15,0.75,1326,31288,7.0,0.011717,,
791,15,0.75,1398,31311,7.0,0.005815,,
792,15,0.75,1353,31314,7.0,0.004195,,
793,15,0.75,1326,31247,7.0,0.011368,,
794,15,0.75,1344,31282,7.0,0.006996,,
795,15,0.75,1354,31314,6.0,0.002479,,
796,15,0.75,1361,31241,6.0,0.001403,,
797,15,0.75,1414,31310,8.0,0.017493,,
798,15,0.75,1395,31322,8.0,0.029402,,
799,15,0.75,1422,31246,7.0,0.006974,,
800,15,0.75,1341,31246,8.0,0.009023,,
801,15,0.75,1413,31322,10.0,1.045642,,
802,15,0.75,1366,31250,8.0,0.083989,,
803,15,0.75,1334,31255,7.0,0.003875,,
804,15,0.75,1350,31268,7.0,0.005966,,
805,15,0.75,1398,31334,7.0,0.016244,,
806,15,0.75,1406,31309,8.0,0.029495,,
807,15,0.75,1379,31307,8.0,0.043485,,
808,15,0.75,1340,31287,7.0,0.016993,,
809,15,0.75,1385,31335,6.0,0.001054,,
810,15,0.75,1367,31240,6.0,0.002224,,
811,15,0.75,1420,31321,8.0,0.089816,,
812,15,0.75,1407,31268,9.0,1.106778,,
813,15,0.75,1424,31254,8.0,0.00594,,
814,15,0.75,1346,31310,9.0,0.15903,,
815,15,0.75,1377,31333,8.0,0.074552,,
816,15,0.75,1424,31300,8.0,0.051369,,
817,15,0.75,1345,31333,6.0,0.004028,,
818,15,0.75,1397,31333,6.0,0.000298,,
819,15,0.75,1374,31287,7.0,0.00431,,
820,15,0.75,1342,31283,7.0,0.003587,,
821,15,0.75,1344,31323,7.0,0.00241,,
822,15,0.75,1364,31317,7.0,0.042602,,
823,15,0.75,1406,31295,8.0,0.087581,,
824,15,0.75,1414,31274,8.0,0.074086,,
825,15,0.75,1351,31240,7.0,0.030262,,
826,15,0.75,1420,31328,8.0,0.167086,,
827,15,0.75,1351,31302,7.0,0.002624,,
828,15,0.75,1414,31333,8.0,0.00421,,
829,15,0.75,1398,31317,7.0,0.003451,,
830,15,0.75,1365,31321,7.0,0.001184,,
831,15,0.75,1349,31330,8.0,0.036518,,
832,15,0.75,1331,31272,8.0,0.008464,,
833,15,0.75,1352,31278,7.0,0.00847,,
834,15,0.75,1370,31267,7.0,0.006011,,
835,15,0.75,1410,31307,8.0,0.021946,,
836,15,0.75,1419,31320,8.0,0.070793,,
837,15,0.75,1345,31301,6.0,0.000772,,
838,15,0.75,1379,31308,8.0,0.033739,,
839,15,0.75,1336,31267,7.0,0.020515,,
840,15,0.75,1356,31329,6.0,0.007093,,
841,15,0.75,1388,31246,8.0,0.021831,,
842,15,0.75,1341,31244,8.0,0.074368,,
843,15,0.75,1386,31309,8.0,0.022948,,
844,15,0.75,1357,31281,9.0,0.643993,,
845,15,0.75,1360,31328,6.0,0.00021,,
846,15,0.75,1388,31245,8.0,0.006473,,
847,15,0.75,1330,31276,7.0,0.003739,,
848,15,0.75,1338,31294,6.0,0.001076,,
849,15,0.75,1397,31267,6.0,0.000752,,
850,15,0.75,1405,31260,7.0,0.001521,,
851,15,0.75,1376,31249,7.0,0.015847,,
852,15,0.75,1352,31283,7.0,0.041088,,
853,15,0.75,1403,31279,7.0,0.001845,,
854,15,0.75,1365,31287,7.0,0.002609,,
855,15,0.75,1351,31279,7.0,0.011718,,
856,15,0.75,1371,31292,7.0,0.007105,,
857,15,0.75,1346,31310,9.0,0.159501,,
858,15,0.75,1364,31275,7.0,0.016183,,
859,15,0.75,1407,31286,9.0,0.701791,,
860,15,0.75,1383,31323,7.0,0.003761,,
861,15,0.75,1364,31242,7.0,0.002502,,
862,15,0.75,1336,31326,7.0,0.000906,,
863,15,0.75,1377,31248,8.0,0.01442,,
864,15,0.75,1334,31294,7.0,0.001855,,
865,15,0.75,1375,31320,7.0,0.033468,,
866,15,0.75,1386,31335,8.0,0.064515,,
867,15,0.75,1377,31260,8.0,0.262422,,
868,15,0.75,1404,31317,7.0,0.002454,,
869,15,0.75,1378,31313,7.0,0.010063,,
870,15,0.75,1385,31285,6.0,0.000484,,
871,15,0.75,1328,31299,8.0,0.052945,,
872,15,0.75,1326,31272,7.0,0.007017,,
873,15,0.75,1425,31275,7.0,0.008786,,
874,15,0.75,1366,31281,8.0,0.166633,,
875,15,0.75,1396,31259,7.0,0.006029,,
876,15,0.75,1334,31258,7.0,0.00696,,
877,15,0.75,1331,31294,8.0,0.01546,,
878,15,0.75,1355,31323,9.0,0.123965,,
879,15,0.75,1418,31286,7.0,0.040816,,
880,15,0.75,1399,31319,7.0,0.005521,,
881,15,0.75,1400,31269,7.0,0.001039,,
882,15,0.75,1415,31277,7.0,0.008303,,
883,15,0.75,1329,31272,8.0,0.04472,,
884,15,0.75,1371,31242,7.0,0.029767,,
885,15,0.75,1361,31275,6.0,0.017616,,
886,15,0.75,1422,31300,7.0,0.003319,,
887,15,0.75,1413,31317,10.0,4.994866,,
888,15,0.75,1385,31276,6.0,0.002122,,
889,15,0.75,1395,31267,8.0,0.063063,,
890,15,0.75,1407,31296,9.0,1.038222,,
891,15,0.75,1409,31274,6.0,0.001239,,
892,15,0.75,1395,31252,8.0,0.05713,,
893,15,0.75,1421,31317,8.0,0.064313,,
894,15,0.75,1329,31249,8.0,0.028812,,
895,15,0.75,1367,31278,6.0,0.000534,,
896,15,0.75,1326,31303,7.0,0.005386,,
897,15,0.75,1351,31328,7.0,0.005868,,
898,15,0.75,1412,31287,7.0,0.005127,,
899,15,0.75,1419,31324,8.0,0.088899,,
900,15,0.75,1393,31240,8.0,0.032599,,
901,15,0.75,1388,31243,8.0,0.055588,,
902,15,0.75,1368,31269,7.0,0.005162,,
903,15,0.75,1352,31238,7.0,0.013278,,
904,15,0.75,1335,31311,7.0,0.005858,,
905,15,0.75,1405,31322,7.0,0.000456,,
906,15,0.75,1331,31257,8.0,0.002325,,
907,15,0.75,1366,31250,8.0,0.083573,,
908,15,0.75,1342,31327,7.0,0.054161,,
909,15,0.75,1356,31270,6.0,0.010609,,
910,15,0.75,1354,31314,6.0,0.002609,,
911,15,0.75,1355,31260,9.0,0.706105,,
912,15,0.75,1420,31280,8.0,0.02864,,
913,15,0.75,1408,31248,7.0,0.012003,,
914,15,0.75,1366,31325,8.0,0.050766,,
915,15,0.75,1371,31286,7.0,0.001853,,
916,15,0.75,1347,31309,7.0,0.007501,,
917,15,0.75,1365,31302,7.0,0.002546,,
918,15,0.75,1389,31287,7.0,0.002828,,
919,15,0.75,1384,31306,7.0,0.005638,,
920,15,0.75,1344,31301,7.0,0.003362,,
921,15,0.75,1414,31261,8.0,0.006603,,
922,15,0.75,1399,31266,7.0,0.041538,,
923,15,0.75,1352,31317,7.0,0.001461,,
924,15,0.75,1422,31276,7.0,0.010323,,
925,15,0.75,1342,31301,7.0,0.00473,,
926,15,0.75,1326,31240,7.0,0.001618,,
927,15,0.75,1347,31295,7.0,0.004799,,
928,15,0.75,1417,31330,7.0,0.028598,,
929,15,0.75,1384,31242,7.0,0.002067,,
930,15,0.75,1392,31273,8.0,0.098579,,
931,15,0.75,1398,31317,7.0,0.003314,,
932,15,0.75,1402,31331,7.0,0.01066,,
933,15,0.75,1333,31322,9.0,0.656296,,
934,15,0.75,1347,31263,7.0,0.003194,,
935,15,0.75,1372,31240,6.0,0.000804,,
936,15,0.75,1334,31308,7.0,0.003165,,
937,15,0.75,1342,31283,7.0,0.003267,,
938,15,0.75,1401,31260,6.0,0.000558,,
939,15,0.75,1371,31273,7.0,0.008145,,
940,15,0.75,1406,31297,8.0,0.048119,,
941,15,0.75,1351,31275,7.0,0.004524,,
942,15,0.75,1347,31243,7.0,0.015018,,
943,15,0.75,1356,31290,6.0,0.002543,,
944,15,0.75,1349,31298,8.0,0.08512,,
945,15,0.75,1377,31239,8.0,0.05734,,
946,15,0.75,1328,31282,8.0,0.027616,,
947,15,0.75,1352,31265,7.0,0.009325,,
948,15,0.75,1414,31300,8.0,0.0333,,
949,15,0.75,1416,31290,8.0,0.039134,,
950,15,0.75,1336,31290,7.0,0.007713,,
951,15,0.75,1381,31299,7.0,0.001762,,
952,15,0.75,1398,31286,7.0,0.011233,,
953,15,0.75,1410,31260,8.0,0.004196,,
954,15,0.75,1374,31262,7.0,0.014957,,
955,15,0.75,1382,31241,7.0,0.004703,,
956,15,0.75,1333,31257,9.0,0.11605,,
957,15,0.75,1421,31313,8.0,0.04764,,
958,15,0.75,1397,31277,6.0,0.001033,,
959,15,0.75,1343,31264,7.0,0.001988,,
960,15,0.75,1339,31323,7.0,0.022758,,
961,15,0.75,1344,31268,7.0,0.003636,,
962,15,0.75,1390,31280,8.0,0.133052,,
963,15,0.75,1354,31316,6.0,0.00101,,
964,15,0.75,1377,31263,8.0,0.104402,,
965,15,0.75,1344,31302,7.0,0.003197,,
966,15,0.75,1371,31307,7.0,0.00714,,
967,15,0.75,1416,31284,8.0,0.05343,,
968,15,0.75,1327,31297,7.0,0.012868,,
969,15,0.75,1395,31316,8.0,0.101395,,
970,15,0.75,1358,31305,6.0,0.00134,,
971,15,0.75,1395,31335,8.0,0.04836,,
972,15,0.75,1338,31257,6.0,0.008838,,
973,15,0.75,1365,31301,7.0,0.005895,,
974,15,0.75,1373,31321,7.0,0.000894,,
975,15,0.75,1377,31326,8.0,0.086869,,
976,15,0.75,1398,31318,7.0,0.007394,,
977,15,0.75,1328,31297,8.0,0.148636,,
978,15,0.75,1399,31307,7.0,0.0014,,
979,15,0.75,1405,31271,7.0,0.005815,,
980,15,0.75,1415,31277,7.0,0.008819,,
981,15,0.75,1331,31254,8.0,0.007051,,
982,15,0.75,1353,31317,7.0,0.003095,,
983,15,0.75,1338,31314,6.0,0.001866,,
984,15,0.75,1343,31307,7.0,0.011875,,
985,15,0.75,1407,31330,9.0,0.192019,,
986,15,0.75,1385,31308,6.0,0.001404,,
987,15,0.75,1420,31335,8.0,0.04179,,
988,15,0.75,1410,31243,8.0,0.498964,,
989,15,0.75,1404,31308,7.0,0.007094,,
990,15,0.75,1399,31249,7.0,0.005449,,
991,15,0.75,1407,31244,9.0,0.091725,,
992,15,0.75,1384,31314,7.0,0.000949,,
993,15,0.75,1385,31316,6.0,0.000343,,
994,15,0.75,1420,31272,8.0,0.045822,,
995,15,0.75,1382,31310,7.0,0.003713,,
996,15,0.75,1364,31317,7.0,0.04358,,
997,15,0.75,1407,31321,9.0,0.15008,,
998,15,0.75,1378,31245,7.0,0.007046,,
999,15,0.75,1407,31244,9.0,0.097087,,
1000,15,0.75,1363,31268,,,7.0,0.02312
1001,15,0.75,1337,31285,,,7.0,0.00387
1002,15,0.75,1335,31320,,,7.0,0.002512
1003,15,0.75,1335,31316,,,7.0,0.00621
1004,15,0.75,1404,31243,,,7.0,0.005526
1005,15,0.75,1342,31278,,,7.0,0.008475
1006,15,0.75,1402,31322,,,7.0,0.004339
1007,15,0.75,1402,31327,,,7.0,0.003358
1008,15,0.75,1423,31314,,,7.0,0.089939
1009,15,0.75,1381,31317,,,7.0,0.001958
1010,15,0.75,1415,31262,,,7.0,0.006821
1011,15,0.75,1330,31279,,,7.0,0.007249
1012,15,0.75,1422,31251,,,7.0,0.005099
1013,15,0.75,1347,31314,,,7.0,0.004176
1014,15,0.75,1382,31242,,,7.0,0.001062
1015,15,0.75,1373,31242,,,7.0,0.002255
1016,15,0.75,1335,31268,,,7.0,0.006713
1017,15,0.75,1412,31304,,,7.0,0.021415
1018,15,0.75,1390,31264,,,8.0,0.119174
1019,15,0.75,1410,31294,,,8.0,0.012761
1020,15,0.75,1331,31282,,,8.0,0.007737
1021,15,0.75,1422,31279,,,7.0,0.023888
1022,15,0.75,1345,31273,,,6.0,0.000484
1023,15,0.75,1380,31253,,,7.0,0.00096
1024,15,0.75,1342,31275,,,7.0,0.003868
1025,15,0.75,1356,31240,,,6.0,0.008164
1026,15,0.75,1406,31258,,,8.0,0.118846
1027,15,0.75,1425,31300,,,7.0,0.119568
1028,15,0.75,1358,31249,,,6.0,0.00179
1029,15,0.75,1330,31264,,,7.0,0.006745
1030,15,0.75,1400,31326,,,7.0,0.000837
1031,15,0.75,1395,31317,,,8.0,0.232247
1032,15,0.75,1337,31244,,,7.0,0.00909
1033,15,0.75,1404,31296,,,7.0,0.00636
1034,15,0.75,1346,31265,,,9.0,0.231387
1035,15,0.75,1359,31259,,,8.0,0.046323
1036,15,0.75,1401,31304,,,6.0,0.000777
1037,15,0.75,1379,31274,,,8.0,0.00779
1038,15,0.75,1384,31242,,,7.0,0.002066
1039,15,0.75,1359,31288,,,8.0,0.011019
1040,15,0.75,1389,31283,,,7.0,0.005118
1041,15,0.75,1372,31297,,,6.0,0.000883
1042,15,0.75,1376,31246,,,7.0,0.001514
1043,15,0.75,1327,31292,,,7.0,0.015586
1044,15,0.75,1356,31259,,,6.0,0.005987
1045,15,0.75,1403,31245,,,7.0,0.002328
1046,15,0.75,1341,31267,,,8.0,0.005734
1047,15,0.75,1361,31281,,,6.0,0.000749
1048,15,0.75,1390,31286,,,8.0,0.068901
1049,15,0.75,1329,31305,,,8.0,0.240685
1050,15,0.75,1374,31315,,,7.0,0.00568
1051,15,0.75,1370,31276,,,7.0,0.008555
1052,15,0.75,1336,31328,,,7.0,0.019704
1053,15,0.75,1329,31259,,,8.0,0.056451
1054,15,0.75,1379,31321,,,8.0,0.083857
1055,15,0.75,1374,31290,,,7.0,0.001775
1056,15,0.75,1397,31334,,,6.0,0.001602
1057,15,0.75,1360,31312,,,6.0,0.000423
1058,15,0.75,1409,31327,,,6.0,0.001224
1059,15,0.75,1374,31263,,,7.0,0.001099
1060,15,0.75,1391,31275,,,9.0,0.321262
1061,15,0.75,1420,31244,,,8.0,0.014668
1062,15,0.75,1381,31250,,,7.0,0.002596
1063,15,0.75,1339,31290,,,7.0,0.022326
1064,15,0.75,1411,31297,,,7.0,0.00077
1065,15,0.75,1384,31315,,,7.0,0.014133
1066,15,0.75,1401,31315,,,6.0,0.000399
1067,15,0.75,1361,31246,,,6.0,0.001498
1068,15,0.75,1402,31264,,,7.0,0.006901
1069,15,0.75,1402,31247,,,7.0,0.000767
1070,15,0.75,1387,31289,,,7.0,0.014013
1071,15,0.75,1421,31291,,,8.0,0.029375
1072,15,0.75,1378,31240,,,7.0,0.000637
1073,15,0.75,1421,31276,,,8.0,0.009167
1074,15,0.75,1344,31238,,,7.0,0.007652
1075,15,0.75,1405,31298,,,7.0,0.004675
1076,15,0.75,1334,31298,,,7.0,0.026544
1077,15,0.75,1400,31280,,,7.0,0.002176
1078,15,0.75,1340,31310,,,7.0,0.013364
1079,15,0.75,1418,31279,,,7.0,0.000595
1080,15,0.75,1369,31247,,,8.0,0.068947
1081,15,0.75,1395,31254,,,8.0,0.121685
1082,15,0.75,1391,31321,,,9.0,0.532629
1083,15,0.75,1366,31321,,,8.0,0.009659
1084,15,0.75,1351,31297,,,7.0,0.015758
1085,15,0.75,1406,31283,,,8.0,0.132894
1086,15,0.75,1364,31316,,,7.0,0.018115
1087,15,0.75,1391,31319,,,9.0,0.240518
1088,15,0.75,1410,31255,,,8.0,0.286007
1089,15,0.75,1337,31273,,,7.0,0.026675
1090,15,0.75,1339,31253,,,7.0,0.004687
1091,15,0.75,1359,31260,,,8.0,0.171273
1092,15,0.75,1330,31293,,,7.0,0.017028
1093,15,0.75,1406,31270,,,8.0,0.044873
1094,15,0.75,1417,31308,,,7.0,0.005316
1095,15,0.75,1336,31301,,,7.0,0.002318
1096,15,0.75,1327,31272,,,7.0,0.008297
1097,15,0.75,1380,31323,,,7.0,0.006727
1098,15,0.75,1406,31289,,,8.0,0.245186
1099,15,0.75,1382,31244,,,7.0,0.002081
1100,15,0.75,1331,31294,,,8.0,0.016108
1101,15,0.75,1339,31315,,,7.0,0.00116
