,Exams,Percentage,Seed1,Seed2,Solution_code1,Time_code1,Solution_code2,Time_code2
1102,15,0.75,1345,31299,,,6.0,0.000269
1103,15,0.75,1378,31247,,,7.0,0.003776
1104,15,0.75,1385,31311,,,6.0,0.000435
1105,15,0.75,1408,31245,,,7.0,0.008774
1106,15,0.75,1340,31244,,,7.0,0.047186
1107,15,0.75,1386,31260,,,8.0,0.034825
1108,15,0.75,1381,31243,,,7.0,0.007206
1109,15,0.75,1413,31255,,,10.0,2.633964
1110,15,0.75,1364,31290,,,7.0,0.007862
1111,15,0.75,1420,31297,,,8.0,0.115725
1112,15,0.75,1342,31280,,,7.0,0.009538
1113,15,0.75,1373,31266,,,7.0,0.001766
1114,15,0.75,1405,31305,,,7.0,0.025511
1115,15,0.75,1393,31252,,,8.0,0.029547
1116,15,0.75,1367,31320,,,6.0,0.000503
1117,15,0.75,1355,31305,,,9.0,0.158789
1118,15,0.75,1363,31334,,,7.0,0.036368
1119,15,0.75,1363,31324,,,7.0,0.015919
1120,15,0.75,1358,31317,,,6.0,0.000724
1121,15,0.75,1404,31259,,,7.0,0.00089
1122,15,0.75,1332,31262,,,8.0,0.034464
1123,15,0.75,1345,31324,,,6.0,0.000486
1124,15,0.75,1334,31245,,,7.0,0.011725
1125,15,0.75,1392,31241,,,8.0,0.017503
1126,15,0.75,1406,31297,,,8.0,0.046637
1127,15,0.75,1412,31308,,,7.0,0.015653
1128,15,0.75,1381,31329,,,7.0,0.002083
1129,15,0.75,1340,31320,,,7.0,0.030758
1130,15,0.75,1349,31276,,,8.0,0.146701
1131,15,0.75,1340,31239,,,7.0,0.006591
1132,15,0.75,1421,31255,,,8.0,0.029417
1133,15,0.75,1425,31260,,,7.0,0.015958
1134,15,0.75,1421,31283,,,8.0,0.042031
1135,15,0.75,1412,31330,,,7.0,0.006579
1136,15,0.75,1401,31240,,,6.0,0.001391
1137,15,0.75,1424,31323,,,8.0,0.025572
1138,15,0.75,1353,31299,,,7.0,0.002825
1139,15,0.75,1389,31332,,,7.0,0.002364
1140,15,0.75,1401,31324,,,6.0,0.000123
1141,15,0.75,1397,31242,,,6.0,0.000543
1142,15,0.75,1368,31271,,,7.0,0.003126
1143,15,0.75,1390,31307,,,8.0,0.12202
1144,15,0.75,1332,31314,,,8.0,0.11923
1145,15,0.75,1358,31242,,,6.0,0.000544
1146,15,0.75,1375,31268,,,7.0,0.003617
1147,15,0.75,1330,31265,,,7.0,0.009703
1148,15,0.75,1394,31334,,,7.0,0.003405
1149,15,0.75,1414,31262,,,8.0,0.021437
1150,15,0.75,1413,31252,,,10.0,4.763334
1151,15,0.75,1370,31298,,,7.0,0.029839
1152,15,0.75,1415,31290,,,7.0,0.005904
1153,15,0.75,1410,31237,,,8.0,0.018886
1154,15,0.75,1415,31333,,,7.0,0.003478
1155,15,0.75,1388,31309,,,8.0,0.043268
1156,15,0.75,1343,31280,,,7.0,0.009273
1157,15,0.75,1420,31278,,,8.0,0.046166
1158,15,0.75,1368,31332,,,7.0,0.013102
1159,15,0.75,1422,31260,,,7.0,0.004204
1160,15,0.75,1424,31238,,,8.0,0.01296
1161,15,0.75,1332,31264,,,8.0,0.09195
1162,15,0.75,1341,31256,,,8.0,0.003044
1163,15,0.75,1358,31238,,,6.0,0.00054
1164,15,0.75,1355,31300,,,9.0,0.169935
1165,15,0.75,1338,31264,,,6.0,0.00071
1166,15,0.75,1399,31332,,,7.0,0.001149
1167,15,0.75,1423,31256,,,7.0,0.002854
1168,15,0.75,1334,31312,,,7.0,0.003887
1169,15,0.75,1403,31265,,,7.0,0.008401
1170,15,0.75,1408,31297,,,7.0,0.039372
1171,15,0.75,1422,31329,,,7.0,0.004692
1172,15,0.75,1350,31318,,,7.0,0.002708
1173,15,0.75,1396,31272,,,7.0,0.001325
1174,15,0.75,1380,31293,,,7.0,0.008103
1175,15,0.75,1360,31321,,,6.0,0.000487
1176,15,0.75,1326,31315,,,7.0,0.003994
1177,15,0.75,1398,31321,,,7.0,0.005104
1178,15,0.75,1347,31243,,,7.0,0.015068
1179,15,0.75,1371,31288,,,7.0,0.001072
1180,15,0.75,1366,31240,,,8.0,0.050451
1181,15,0.75,1332,31288,,,8.0,0.023516
1182,15,0.75,1403,31307,,,7.0,0.004342
1183,15,0.75,1340,31318,,,7.0,0.048458
1184,15,0.75,1346,31307,,,9.0,0.413972
1185,15,0.75,1396,31297,,,7.0,0.005655
1186,15,0.75,1387,31324,,,7.0,0.018211
1187,15,0.75,1332,31293,,,8.0,0.213778
1188,15,0.75,1396,31318,,,7.0,0.012878
1189,15,0.75,1381,31333,,,7.0,0.002224
1190,15,0.75,1346,31306,,,9.0,0.150585
1191,15,0.75,1404,31249,,,7.0,0.005113
1192,15,0.75,1327,31328,,,7.0,0.001459
1193,15,0.75,1364,31278,,,7.0,0.011886
1194,15,0.75,1390,31236,,,8.0,0.156244
1195,15,0.75,1332,31316,,,8.0,1.835361
1196,15,0.75,1360,31281,,,6.0,0.000845
1197,15,0.75,1349,31270,,,8.0,0.086438
1198,15,0.75,1385,31298,,,6.0,0.00089
1199,15,0.75,1380,31237,,,7.0,0.001292
1200,15,0.75,1399,31311,,,7.0,0.000439
1201,15,0.75,1330,31321,,,7.0,0.009458
1202,15,0.75,1352,31294,,,7.0,0.007904
1203,15,0.75,1355,31287,,,9.0,0.120602
1204,15,0.75,1339,31274,,,7.0,0.011332
1205,15,0.75,1386,31238,,,8.0,0.102441
1206,15,0.75,1410,31330,,,8.0,0.074232
1207,15,0.75,1370,31282,,,7.0,0.002532
1208,15,0.75,1368,31252,,,7.0,0.006297
1209,15,0.75,1342,31237,,,7.0,0.001075
1210,15,0.75,1331,31285,,,8.0,0.001043
1211,15,0.75,1339,31267,,,7.0,0.004706
1212,15,0.75,1392,31264,,,8.0,0.048107
1213,15,0.75,1416,31292,,,8.0,0.04673
1214,15,0.75,1367,31296,,,6.0,0.000318
1215,15,0.75,1412,31280,,,7.0,0.001146
1216,15,0.75,1400,31250,,,7.0,0.007945
1217,15,0.75,1351,31329,,,7.0,0.019856
1218,15,0.75,1336,31256,,,7.0,0.003105
1219,15,0.75,1400,31319,,,7.0,0.000619
1220,15,0.75,1417,31288,,,7.0,0.014418
1221,15,0.75,1378,31249,,,7.0,0.007538
1222,15,0.75,1337,31293,,,7.0,0.009504
1223,15,0.75,1419,31284,,,8.0,0.093726
1224,15,0.75,1350,31298,,,7.0,0.000604
1225,15,0.75,1356,31326,,,6.0,0.007817
1226,15,0.75,1360,31279,,,6.0,0.000838
1227,15,0.75,1335,31294,,,7.0,0.063949
1228,15,0.75,1367,31305,,,6.0,0.000325
1229,15,0.75,1419,31259,,,8.0,0.016844
1230,15,0.75,1392,31334,,,8.0,0.11331
1231,15,0.75,1337,31302,,,7.0,0.012033
1232,15,0.75,1384,31333,,,7.0,0.004642
1233,15,0.75,1376,31255,,,7.0,0.001876
1234,15,0.75,1360,31335,,,6.0,0.001339
1235,15,0.75,1390,31254,,,8.0,0.047597
1236,15,0.75,1410,31275,,,8.0,0.031203
1237,15,0.75,1349,31316,,,8.0,0.025958
1238,15,0.75,1418,31323,,,7.0,0.020425
1239,15,0.75,1413,31254,,,10.0,1.157766
1240,15,0.75,1371,31238,,,7.0,0.003377
1241,15,0.75,1383,31318,,,7.0,0.002505
1242,15,0.75,1333,31263,,,9.0,0.860362
1243,15,0.75,1358,31252,,,6.0,0.007472
1244,15,0.75,1398,31307,,,7.0,0.003222
1245,15,0.75,1369,31238,,,8.0,0.262161
1246,15,0.75,1360,31328,,,6.0,0.000221
1247,15,0.75,1370,31328,,,7.0,0.012783
1248,15,0.75,1369,31290,,,8.0,0.050358
1249,15,0.75,1406,31240,,,8.0,0.106322
1250,15,0.75,1329,31258,,,8.0,0.060904
1251,15,0.75,1371,31313,,,7.0,0.005609
1252,15,0.75,1401,31238,,,6.0,0.000362
1253,15,0.75,1404,31284,,,7.0,0.012204
1254,15,0.75,1332,31272,,,8.0,0.054649
1255,15,0.75,1356,31312,,,6.0,0.001113
1256,15,0.75,1351,31247,,,7.0,0.006842
1257,15,0.75,1385,31281,,,6.0,0.003372
1258,15,0.75,1357,31275,,,9.0,1.135202
1259,15,0.75,1413,31284,,,10.0,2.008569
1260,15,0.75,1423,31290,,,7.0,0.003831
1261,15,0.75,1408,31311,,,7.0,0.004281
1262,15,0.75,1397,31308,,,6.0,0.000699
1263,15,0.75,1363,31245,,,7.0,0.006127
1264,15,0.75,1346,31323,,,9.0,0.128608
1265,15,0.75,1380,31312,,,7.0,0.001582
1266,15,0.75,1378,31328,,,7.0,0.00325
1267,15,0.75,1386,31295,,,8.0,0.002965
1268,15,0.75,1362,31239,,,7.0,0.049956
1269,15,0.75,1414,31311,,,8.0,0.02432
1270,15,0.75,1406,31287,,,8.0,0.188361
1271,15,0.75,1355,31246,,,9.0,0.448498
1272,15,0.75,1398,31260,,,7.0,0.010084
1273,15,0.75,1327,31280,,,7.0,0.025882
1274,15,0.75,1408,31240,,,7.0,0.010431
1275,15,0.75,1361,31273,,,6.0,0.000943
1276,15,0.75,1412,31288,,,7.0,0.007328
1277,15,0.75,1405,31278,,,7.0,0.00061
1278,15,0.75,1328,31239,,,8.0,0.020122
1279,15,0.75,1328,31318,,,8.0,0.025577
1280,15,0.75,1404,31307,,,7.0,0.003497
1281,15,0.75,1408,31328,,,7.0,0.003641
1282,15,0.75,1357,31305,,,9.0,1.49521
1283,15,0.75,1326,31323,,,7.0,0.00578
1284,15,0.75,1364,31277,,,7.0,0.004589
1285,15,0.75,1379,31245,,,8.0,0.0646
1286,15,0.75,1339,31296,,,7.0,0.00107
1287,15,0.75,1327,31268,,,7.0,0.00284
1288,15,0.75,1379,31330,,,8.0,0.012831
1289,15,0.75,1368,31263,,,7.0,0.001512
1290,15,0.75,1399,31243,,,7.0,0.001831
1291,15,0.75,1397,31335,,,6.0,0.003551
1292,15,0.75,1398,31261,,,7.0,0.029431
1293,15,0.75,1408,31298,,,7.0,0.001625
1294,15,0.75,1361,31268,,,6.0,0.002781
1295,15,0.75,1351,31264,,,7.0,0.00599
1296,15,0.75,1354,31332,,,6.0,0.00129
1297,15,0.75,1331,31247,,,8.0,0.002807
1298,15,0.75,1411,31274,,,7.0,0.001719
1299,15,0.75,1372,31258,,,6.0,0.000612
1300,15,0.75,1424,31249,,,8.0,0.015652
1301,15,0.75,1403,31275,,,7.0,0.016138
1302,15,0.75,1385,31265,,,6.0,0.000184
1303,15,0.75,1367,31297,,,6.0,0.00016
1304,15,0.75,1343,31324,,,7.0,0.000492
1305,15,0.75,1397,31283,,,6.0,0.000895
1306,15,0.75,1346,31244,,,9.0,1.354058
1307,15,0.75,1358,31328,,,6.0,0.00436
1308,15,0.75,1413,31298,,,10.0,2.088645
1309,15,0.75,1396,31254,,,7.0,0.002026
1310,15,0.75,1419,31278,,,8.0,0.035326
1311,15,0.75,1363,31308,,,7.0,0.033594
1312,15,0.75,1329,31312,,,8.0,0.020916
1313,15,0.75,1400,31236,,,7.0,0.007386
1314,15,0.75,1334,31282,,,7.0,0.001616
1315,15,0.75,1399,31261,,,7.0,0.004313
1316,15,0.75,1350,31238,,,7.0,0.004278
1317,15,0.75,1413,31311,,,10.0,5.324744
1318,15,0.75,1386,31278,,,8.0,0.068319
1319,15,0.75,1365,31327,,,7.0,0.017931
1320,15,0.75,1363,31310,,,7.0,0.005647
1321,15,0.75,1419,31250,,,8.0,0.009256
1322,15,0.75,1391,31239,,,9.0,0.077463
1323,15,0.75,1409,31240,,,6.0,0.001175
1324,15,0.75,1360,31296,,,6.0,0.001452
1325,15,0.75,1420,31258,,,8.0,0.011524
1326,15,0.75,1414,31245,,,8.0,0.019363
1327,15,0.75,1402,31294,,,7.0,0.00964
1328,15,0.75,1408,31260,,,7.0,0.006325
1329,15,0.75,1400,31243,,,7.0,0.004648
1330,15,0.75,1326,31310,,,7.0,0.007408
1331,15,0.75,1365,31291,,,7.0,0.003718
1332,15,0.75,1424,31275,,,8.0,0.042489
1333,15,0.75,1339,31252,,,7.0,0.0142
1334,15,0.75,1336,31317,,,7.0,0.011377
1335,15,0.75,1374,31249,,,7.0,0.001901
1336,15,0.75,1422,31244,,,7.0,0.006051
1337,15,0.75,1336,31333,,,7.0,0.036379
1338,15,0.75,1403,31279,,,7.0,0.001761
1339,15,0.75,1398,31320,,,7.0,0.001183
1340,15,0.75,1335,31258,,,7.0,0.001205
1341,15,0.75,1340,31264,,,7.0,0.00655
1342,15,0.75,1334,31316,,,7.0,0.005721
1343,15,0.75,1383,31322,,,7.0,0.036214
1344,15,0.75,1360,31324,,,6.0,0.001331
1345,15,0.75,1335,31284,,,7.0,0.004008
1346,15,0.75,1416,31316,,,8.0,0.014625
1347,15,0.75,1375,31259,,,7.0,0.004763
1348,15,0.75,1326,31254,,,7.0,0.001671
1349,15,0.75,1417,31311,,,7.0,0.004715
1350,15,0.75,1424,31257,,,8.0,0.039504
1351,15,0.75,1367,31236,,,6.0,0.001051
1352,15,0.75,1416,31291,,,8.0,0.013693
1353,15,0.75,1392,31259,,,8.0,0.135912
1354,15,0.75,1329,31316,,,8.0,0.063007
1355,15,0.75,1393,31334,,,8.0,0.020167
1356,15,0.75,1424,31334,,,8.0,0.020838
1357,15,0.75,1374,31299,,,7.0,0.000829
1358,15,0.75,1358,31272,,,6.0,0.004843
1359,15,0.75,1375,31312,,,7.0,0.00225
1360,15,0.75,1425,31289,,,7.0,0.003954
1361,15,0.75,1425,31241,,,7.0,0.005852
1362,15,0.75,1395,31312,,,8.0,0.030716
1363,15,0.75,1425,31261,,,7.0,0.019415
1364,15,0.75,1390,31332,,,8.0,0.053314
1365,15,0.75,1404,31274,,,7.0,0.011804
1366,15,0.75,1355,31245,,,9.0,0.030562
1367,15,0.75,1382,31265,,,7.0,0.012658
1368,15,0.75,1415,31297,,,7.0,0.002076
1369,15,0.75,1348,31270,,,8.0,0.025336
1370,15,0.75,1331,31260,,,8.0,0.006597
1371,15,0.75,1352,31286,,,7.0,0.007209
1372,15,0.75,1372,31237,,,6.0,0.000916
1373,15,0.75,1361,31315,,,6.0,0.000435
1374,15,0.75,1344,31247,,,7.0,0.010182
1375,15,0.75,1422,31325,,,7.0,0.009095
1376,15,0.75,1420,31284,,,8.0,0.060124
1377,15,0.75,1410,31320,,,8.0,0.405572
1378,15,0.75,1377,31335,,,8.0,0.199439
1379,15,0.75,1352,31293,,,7.0,0.00938
1380,15,0.75,1352,31268,,,7.0,0.007103
1381,15,0.75,1331,31240,,,8.0,0.012617
1382,15,0.75,1369,31297,,,8.0,0.144789
1383,15,0.75,1366,31298,,,8.0,0.020628
1384,15,0.75,1375,31277,,,7.0,0.007247
1385,15,0.75,1421,31330,,,8.0,0.01401
1386,15,0.75,1351,31248,,,7.0,0.009573
1387,15,0.75,1347,31309,,,7.0,0.007529
1388,15,0.75,1387,31301,,,7.0,0.074647
1389,15,0.75,1336,31265,,,7.0,0.017361
1390,15,0.75,1347,31307,,,7.0,0.005574
1391,15,0.75,1382,31246,,,7.0,0.001004
1392,15,0.75,1384,31332,,,7.0,0.004618
1393,15,0.75,1367,31317,,,6.0,0.000709
1394,15,0.75,1396,31327,,,7.0,0.006378
1395,15,0.75,1417,31310,,,7.0,0.003353
1396,15,0.75,1415,31335,,,7.0,0.001429
1397,15,0.75,1365,31248,,,7.0,0.001731
1398,15,0.75,1403,31258,,,7.0,0.003445
1399,15,0.75,1380,31287,,,7.0,0.003523
1400,15,0.75,1422,31305,,,7.0,0.013618
1401,15,0.75,1401,31308,,,6.0,0.001998
1402,15,0.75,1385,31319,,,6.0,0.002074
1403,15,0.75,1358,31242,,,6.0,0.000582
1404,15,0.75,1339,31296,,,7.0,0.001023
1405,15,0.75,1408,31257,,,7.0,0.002802
1406,15,0.75,1411,31247,,,7.0,0.001139
1407,15,0.75,1422,31296,,,7.0,0.001513
1408,15,0.75,1373,31321,,,7.0,0.000938
1409,15,0.75,1364,31246,,,7.0,0.002963
1410,15,0.75,1350,31248,,,7.0,0.00304
1411,15,0.75,1359,31258,,,8.0,0.007153
1412,15,0.75,1403,31292,,,7.0,0.007153
1413,15,0.75,1377,31317,,,8.0,0.509962
1414,15,0.75,1352,31257,,,7.0,0.009537
1415,15,0.75,1389,31295,,,7.0,0.011311
1416,15,0.75,1392,31291,,,8.0,0.264589
1417,15,0.75,1413,31314,,,10.0,1.688123
1418,15,0.75,1384,31281,,,7.0,0.003315
1419,15,0.75,1411,31324,,,7.0,0.002878
1420,15,0.75,1408,31333,,,7.0,0.000728
1421,15,0.75,1389,31299,,,7.0,0.007422
1422,15,0.75,1370,31312,,,7.0,0.008039
1423,15,0.75,1375,31268,,,7.0,0.003429
1424,15,0.75,1363,31260,,,7.0,0.033207
1425,15,0.75,1421,31313,,,8.0,0.046866
1426,15,0.75,1367,31285,,,6.0,0.000602
1427,15,0.75,1423,31246,,,7.0,0.009159
1428,15,0.75,1352,31249,,,7.0,0.00362
1429,15,0.75,1390,31334,,,8.0,0.015721
1430,15,0.75,1386,31257,,,8.0,0.027973
1431,15,0.75,1422,31300,,,7.0,0.003172
1432,15,0.75,1348,31250,,,8.0,0.003041
1433,15,0.75,1365,31304,,,7.0,0.001853
1434,15,0.75,1367,31304,,,6.0,0.000463
1435,15,0.75,1373,31308,,,7.0,0.014609
1436,15,0.75,1424,31307,,,8.0,0.031552
1437,15,0.75,1404,31290,,,7.0,0.034668
1438,15,0.75,1402,31272,,,7.0,0.002341
1439,15,0.75,1371,31243,,,7.0,0.013091
1440,15,0.75,1349,31248,,,8.0,0.121791
1441,15,0.75,1351,31335,,,7.0,0.004531
1442,15,0.75,1337,31309,,,7.0,0.00691
1443,15,0.75,1379,31289,,,8.0,0.133795
1444,15,0.75,1348,31277,,,8.0,0.006428
1445,15,0.75,1378,31309,,,7.0,0.009618
1446,15,0.75,1366,31299,,,8.0,0.059212
1447,15,0.75,1403,31322,,,7.0,0.002814
1448,15,0.75,1395,31332,,,8.0,0.042734
1449,15,0.75,1346,31262,,,9.0,0.700662
1450,15,0.75,1397,31274,,,6.0,0.000848
1451,15,0.75,1344,31265,,,7.0,0.001732
1452,15,0.75,1357,31274,,,9.0,0.520754
1453,15,0.75,1334,31247,,,7.0,0.006378
1454,15,0.75,1357,31315,,,9.0,0.583815
1455,15,0.75,1382,31297,,,7.0,0.037586
1456,15,0.75,1362,31281,,,7.0,0.01253
1457,15,0.75,1349,31318,,,8.0,0.102563
1458,15,0.75,1333,31245,,,9.0,0.089484
1459,15,0.75,1363,31288,,,7.0,0.003824
1460,15,0.75,1406,31285,,,8.0,0.086864
1461,15,0.75,1409,31297,,,6.0,0.002026
1462,15,0.75,1373,31257,,,7.0,0.001164
1463,15,0.75,1382,31335,,,7.0,0.002322
1464,15,0.75,1374,31304,,,7.0,0.00049
1465,15,0.75,1415,31306,,,7.0,0.009425
1466,15,0.75,1334,31244,,,7.0,0.006481
1467,15,0.75,1405,31242,,,7.0,0.002897
1468,15,0.75,1328,31250,,,8.0,0.060319
1469,15,0.75,1335,31279,,,7.0,0.002431
1470,15,0.75,1330,31240,,,7.0,0.003176
1471,15,0.75,1395,31297,,,8.0,0.190102
1472,15,0.75,1360,31260,,,6.0,0.000752
1473,15,0.75,1371,31258,,,7.0,0.004777
1474,15,0.75,1357,31262,,,9.0,0.273377
1475,15,0.75,1392,31238,,,8.0,0.024606
1476,15,0.75,1418,31330,,,7.0,0.008558
1477,15,0.75,1390,31248,,,8.0,0.50237
1478,15,0.75,1360,31319,,,6.0,0.001428
1479,15,0.75,1353,31287,,,7.0,0.036201
1480,15,0.75,1360,31325,,,6.0,0.001261
1481,15,0.75,1330,31311,,,7.0,0.004032
1482,15,0.75,1401,31262,,,6.0,0.000431
1483,15,0.75,1329,31293,,,8.0,0.097278
1484,15,0.75,1368,31261,,,7.0,0.009055
1485,15,0.75,1375,31266,,,7.0,0.002034
1486,15,0.75,1421,31309,,,8.0,0.026636
1487,15,0.75,1422,31319,,,7.0,0.005008
1488,15,0.75,1399,31244,,,7.0,0.004282
1489,15,0.75,1354,31295,,,6.0,0.011089
1490,15,0.75,1362,31320,,,7.0,0.020196
1491,15,0.75,1385,31256,,,6.0,0.000198
1492,15,0.75,1416,31312,,,8.0,0.063178
1493,15,0.75,1366,31266,,,8.0,0.009564
1494,15,0.75,1370,31265,,,7.0,0.000995
1495,15,0.75,1343,31263,,,7.0,0.003629
1496,15,0.75,1347,31290,,,7.0,0.031439
1497,15,0.75,1341,31257,,,8.0,0.024045
1498,15,0.75,1330,31322,,,7.0,0.011447
1499,15,0.75,1356,31282,,,6.0,0.019889
1500,15,0.75,1411,31315,,,7.0,0.005064
1501,15,0.75,1345,31239,,,6.0,0.002328
1502,15,0.75,1376,31308,,,7.0,0.018284
1503,15,0.75,1341,31284,,,8.0,0.008285
1504,15,0.75,1400,31253,,,7.0,0.017461
1505,15,0.75,1384,31242,,,7.0,0.001978
1506,15,0.75,1339,31334,,,7.0,0.006155
1507,15,0.75,1379,31294,,,8.0,0.098885
1508,15,0.75,1348,31326,,,8.0,0.025706
1509,15,0.75,1395,31287,,,8.0,0.205992
1510,15,0.75,1337,31261,,,7.0,0.002801
1511,15,0.75,1400,31279,,,7.0,0.000885
1512,15,0.75,1414,31298,,,8.0,0.022401
1513,15,0.75,1382,31267,,,7.0,0.001048
1514,15,0.75,1348,31304,,,8.0,0.029624
1515,15,0.75,1348,31249,,,8.0,0.029707
1516,15,0.75,1333,31291,,,9.0,0.609771
1517,15,0.75,1385,31289,,,6.0,0.000477
1518,15,0.75,1376,31268,,,7.0,0.00258
1519,15,0.75,1370,31272,,,7.0,0.006687
1520,15,0.75,1389,31286,,,7.0,0.005827
1521,15,0.75,1402,31267,,,7.0,0.011004
1522,15,0.75,1409,31290,,,6.0,0.002338
1523,15,0.75,1354,31320,,,6.0,0.004742
1524,15,0.75,1382,31296,,,7.0,0.001049
1525,15,0.75,1338,31239,,,6.0,0.01087
1526,15,0.75,1339,31287,,,7.0,0.008181
1527,15,0.75,1374,31306,,,7.0,0.000869
1528,15,0.75,1333,31333,,,9.0,0.310991
1529,15,0.75,1424,31275,,,8.0,0.040982
1530,15,0.75,1333,31310,,,9.0,0.073983
1531,15,0.75,1348,31320,,,8.0,0.045266
1532,15,0.75,1386,31268,,,8.0,0.11529
1533,15,0.75,1369,31331,,,8.0,0.043661
1534,15,0.75,1332,31262,,,8.0,0.034477
1535,15,0.75,1422,31252,,,7.0,0.055951
1536,15,0.75,1360,31283,,,6.0,0.001677
1537,15,0.75,1362,31280,,,7.0,0.001907
1538,15,0.75,1397,31284,,,6.0,0.000762
1539,15,0.75,1403,31316,,,7.0,0.004445
1540,15,0.75,1337,31307,,,7.0,0.003473
1541,15,0.75,1331,31293,,,8.0,0.080898
1542,15,0.75,1385,31263,,,6.0,0.000404
1543,15,0.75,1339,31246,,,7.0,0.005963
1544,15,0.75,1357,31281,,,9.0,0.64543
1545,15,0.75,1420,31296,,,8.0,0.092516
1546,15,0.75,1362,31285,,,7.0,0.008148
1547,15,0.75,1329,31269,,,8.0,0.091569
1548,15,0.75,1370,31321,,,7.0,0.004441
1549,15,0.75,1402,31281,,,7.0,0.004474
1550,15,0.75,1381,31266,,,7.0,0.006096
1551,15,0.75,1417,31240,,,7.0,0.001884
1552,15,0.75,1381,31296,,,7.0,0.013441
1553,15,0.75,1394,31244,,,7.0,0.018474
1554,15,0.75,1334,31267,,,7.0,0.007217
1555,15,0.75,1414,31298,,,8.0,0.022278
1556,15,0.75,1363,31319,,,7.0,0.015201
1557,15,0.75,1415,31264,,,7.0,0.014358
1558,15,0.75,1414,31242,,,8.0,0.042684
1559,15,0.75,1353,31290,,,7.0,0.001991
1560,15,0.75,1377,31242,,,8.0,0.147117
1561,15,0.75,1388,31290,,,8.0,0.114374
1562,15,0.75,1368,31318,,,7.0,0.005403
1563,15,0.75,1353,31334,,,7.0,0.011296
1564,15,0.75,1354,31301,,,6.0,0.003479
1565,15,0.75,1387,31260,,,7.0,0.001778
1566,15,0.75,1349,31251,,,8.0,0.069301
1567,15,0.75,1354,31243,,,6.0,0.001345
1568,15,0.75,1407,31243,,,9.0,0.136723
1569,15,0.75,1411,31331,,,7.0,0.003791
1570,15,0.75,1407,31300,,,9.0,0.504335
1571,15,0.75,1359,31256,,,8.0,0.019574
1572,15,0.75,1386,31325,,,8.0,0.044628
1573,15,0.75,1326,31288,,,7.0,0.011844
1574,15,0.75,1364,31315,,,7.0,0.011109
1575,15,0.75,1425,31332,,,7.0,0.015768
1576,15,0.75,1408,31296,,,7.0,0.004647
1577,15,0.75,1363,31292,,,7.0,0.01633
1578,15,0.75,1418,31250,,,7.0,0.002735
1579,15,0.75,1391,31332,,,9.0,0.127467
1580,15,0.75,1389,31297,,,7.0,0.012952
1581,15,0.75,1338,31287,,,6.0,0.000903
1582,15,0.75,1388,31277,,,8.0,0.025299
1583,15,0.75,1417,31311,,,7.0,0.004726
1584,15,0.75,1383,31308,,,7.0,0.012837
1585,15,0.75,1382,31300,,,7.0,0.001532
1586,15,0.75,1385,31236,,,6.0,0.001584
1587,15,0.75,1413,31266,,,10.0,2.719031
1588,15,0.75,1361,31260,,,6.0,0.000582
1589,15,0.75,1352,31316,,,7.0,0.009704
1590,15,0.75,1331,31241,,,8.0,0.200614
1591,15,0.75,1357,31313,,,9.0,0.9274
1592,15,0.75,1336,31253,,,7.0,0.003868
1593,15,0.75,1369,31246,,,8.0,0.791461
1594,15,0.75,1409,31297,,,6.0,0.001972
1595,15,0.75,1342,31325,,,7.0,0.003011
1596,15,0.75,1380,31308,,,7.0,0.006418
1597,15,0.75,1361,31236,,,6.0,0.000505
1598,15,0.75,1392,31236,,,8.0,0.008452
1599,15,0.75,1384,31263,,,7.0,0.000595
1600,15,0.75,1410,31313,,,8.0,0.022899
1601,15,0.75,1389,31289,,,7.0,0.007577
1602,15,0.75,1371,31261,,,7.0,0.001593
1603,15,0.75,1369,31329,,,8.0,0.167243
1604,15,0.75,1423,31254,,,7.0,0.017807
1605,15,0.75,1425,31309,,,7.0,0.0049
1606,15,0.75,1326,31279,,,7.0,0.001486
1607,15,0.75,1402,31256,,,7.0,0.001682
1608,15,0.75,1343,31319,,,7.0,0.002213
1609,15,0.75,1401,31334,,,6.0,0.000235
1610,15,0.75,1336,31273,,,7.0,0.001998
1611,15,0.75,1364,31319,,,7.0,0.002355
1612,15,0.75,1409,31282,,,6.0,0.00172
1613,15,0.75,1390,31317,,,8.0,0.086218
1614,15,0.75,1423,31333,,,7.0,0.002715
1615,15,0.75,1377,31262,,,8.0,0.073858
1616,15,0.75,1353,31277,,,7.0,0.005398
1617,15,0.75,1343,31325,,,7.0,0.017545
1618,15,0.75,1357,31304,,,9.0,1.806991
1619,15,0.75,1408,31253,,,7.0,0.003461
1620,15,0.75,1366,31274,,,8.0,0.022497
1621,15,0.75,1377,31309,,,8.0,0.188167
1622,15,0.75,1408,31273,,,7.0,0.018268
1623,15,0.75,1417,31282,,,7.0,0.003412
1624,15,0.75,1408,31334,,,7.0,0.008343
1625,15,0.75,1326,31283,,,7.0,0.006083
1626,15,0.75,1401,31236,,,6.0,0.001486
1627,15,0.75,1394,31249,,,7.0,0.005036
1628,15,0.75,1396,31295,,,7.0,0.004449
1629,15,0.75,1424,31240,,,8.0,0.003054
1630,15,0.75,1331,31239,,,8.0,0.006183
1631,15,0.75,1394,31244,,,7.0,0.01867
1632,15,0.75,1334,31270,,,7.0,0.00108
1633,15,0.75,1418,31290,,,7.0,0.005718
1634,15,0.75,1376,31251,,,7.0,0.009781
1635,15,0.75,1409,31239,,,6.0,0.001692
1636,15,0.75,1413,31270,,,10.0,1.796503
1637,15,0.75,1373,31271,,,7.0,0.003678
